event-id,visible,timestamp,location-long,location-lat,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone,study-timezone,study-local-timestamp
1018739950,true,2014-11-14 11:04:56.000,-42.5606906,-8.7674544,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",768361.0872067593,9029986.120869959,"23S","Brasilia Time",2014-11-14 08:04:56.000
1018739951,true,2014-11-14 12:00:28.000,-42.5613097,-8.7678286,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",768292.6684929153,9029945.157339638,"23S","Brasilia Time",2014-11-14 09:00:28.000
1018739952,true,2014-11-14 13:00:14.000,-42.5614333,-8.7677933,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",768279.0881010044,9029949.151681775,"23S","Brasilia Time",2014-11-14 10:00:14.000
1018739953,true,2014-11-14 14:00:14.000,-42.5619658,-8.7677753,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",768220.4840381311,9029951.523893166,"23S","Brasilia Time",2014-11-14 11:00:14.000
1018739954,true,2014-11-14 15:00:08.000,-42.5620153,-8.7678128,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",768215.0082056737,9029947.409807613,"23S","Brasilia Time",2014-11-14 12:00:08.000
1018739955,true,2014-11-14 16:00:48.000,-42.5623558,-8.7677467,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",768177.5738329822,9029954.967143908,"23S","Brasilia Time",2014-11-14 13:00:48.000
1018739956,true,2014-11-14 17:00:14.000,-42.5623425,-8.7677978,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",768179.0011895597,9029949.303328473,"23S","Brasilia Time",2014-11-14 14:00:14.000
1018739957,true,2014-11-14 18:00:13.000,-42.5625714,-8.7677917,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",768153.8085335039,9029950.141805358,"23S","Brasilia Time",2014-11-14 15:00:13.000
1018739958,true,2014-11-14 19:00:33.000,-42.56238,-8.767735,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",768174.9183265329,9029956.279058037,"23S","Brasilia Time",2014-11-14 16:00:33.000
1018739959,true,2014-11-14 20:00:24.000,-42.5623253,-8.7678314,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",768180.8704186394,9029945.573136285,"23S","Brasilia Time",2014-11-14 17:00:24.000
1018739960,true,2014-11-14 21:00:13.000,-42.56238,-8.7678289,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",768174.8509038435,9029945.888839435,"23S","Brasilia Time",2014-11-14 18:00:13.000
1018739961,true,2014-11-14 22:00:29.000,-42.5623767,-8.7676842,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",768175.3180621276,9029961.897820158,"23S","Brasilia Time",2014-11-14 19:00:29.000
1018739962,true,2014-11-14 23:00:30.000,-42.5613947,-8.7643597,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",768285.803084763,9030329.058891224,"23S","Brasilia Time",2014-11-14 20:00:30.000
1018739963,true,2014-11-15 00:00:18.000,-42.5583153,-8.7641981,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",768624.8996571193,9030344.73920574,"23S","Brasilia Time",2014-11-14 21:00:18.000
1018739964,true,2014-11-15 01:00:13.000,-42.5556608,-8.7648394,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",768916.6462032567,9030271.878193313,"23S","Brasilia Time",2014-11-14 22:00:13.000
1018739965,true,2014-11-15 02:01:30.000,-42.5556022,-8.7647303,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",768923.1754316735,9030283.908417517,"23S","Brasilia Time",2014-11-14 23:01:30.000
1018739966,true,2014-11-15 03:00:14.000,-42.5555531,-8.7647444,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",768928.5702223326,9030282.31305875,"23S","Brasilia Time",2014-11-15 00:00:14.000
1018739967,true,2014-11-15 04:00:30.000,-42.5555692,-8.7647864,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",768926.7676992206,9030277.677183371,"23S","Brasilia Time",2014-11-15 01:00:30.000
1018739968,true,2014-11-15 05:00:13.000,-42.5555742,-8.7647108,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",768926.2717142233,9030286.046091113,"23S","Brasilia Time",2014-11-15 02:00:13.000
1018739969,true,2014-11-15 06:00:30.000,-42.5550281,-8.7644,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",768986.61030414,9030320.045807963,"23S","Brasilia Time",2014-11-15 03:00:30.000
1018739970,true,2014-11-15 07:00:07.000,-42.5543689,-8.7642058,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",769059.3151534105,9030341.062354298,"23S","Brasilia Time",2014-11-15 04:00:07.000
1018739971,true,2014-11-15 08:00:21.000,-42.5543303,-8.7642144,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",769063.5580674026,9030340.08308972,"23S","Brasilia Time",2014-11-15 05:00:21.000
1018739972,true,2014-11-15 09:00:17.000,-42.5541808,-8.7646314,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",769079.714788649,9030293.83385709,"23S","Brasilia Time",2014-11-15 06:00:17.000
1018739973,true,2014-11-15 10:00:29.000,-42.5542142,-8.7647161,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",769075.977104322,9030284.485512916,"23S","Brasilia Time",2014-11-15 07:00:29.000
1018739974,true,2014-11-15 11:00:30.000,-42.5514439,-8.7626222,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",769382.4425418875,9030514.195462974,"23S","Brasilia Time",2014-11-15 08:00:30.000
1018739975,true,2014-11-15 12:00:12.000,-42.5514572,-8.7626294,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",769380.9732720992,9030513.408300422,"23S","Brasilia Time",2014-11-15 09:00:12.000
1018739976,true,2014-11-15 13:00:11.000,-42.5507908,-8.7639258,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",769453.3965797666,9030369.479998203,"23S","Brasilia Time",2014-11-15 10:00:11.000
1018739977,true,2014-11-15 14:00:15.000,-42.5483786,-8.7648625,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",769718.2576560279,9030264.099903192,"23S","Brasilia Time",2014-11-15 11:00:15.000
1018739978,true,2014-11-15 15:01:00.000,-42.5483381,-8.7640842,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",769723.2777855573,9030350.192085683,"23S","Brasilia Time",2014-11-15 12:01:00.000
1018739979,true,2014-11-15 16:00:30.000,-42.5483086,-8.7641647,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",769726.4670634086,9030341.263329754,"23S","Brasilia Time",2014-11-15 13:00:30.000
1018739980,true,2014-11-15 17:00:31.000,-42.548905,-8.7643014,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",769660.7161222243,9030326.565319967,"23S","Brasilia Time",2014-11-15 14:00:31.000
1018739981,true,2014-11-15 18:00:48.000,-42.5483667,-8.7641236,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",769720.1010274313,9030345.85289435,"23S","Brasilia Time",2014-11-15 15:00:48.000
1018739982,true,2014-11-15 20:01:01.000,-42.5482158,-8.7641914,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",769736.6633035141,9030338.242246939,"23S","Brasilia Time",2014-11-15 17:01:01.000
1018739983,true,2014-11-15 21:00:30.000,-42.5483042,-8.7640997,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",769726.9983423571,9030348.452618238,"23S","Brasilia Time",2014-11-15 18:00:30.000
1018739984,true,2014-11-15 22:01:54.000,-42.5482728,-8.7641814,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",769730.3959068218,9030339.389713572,"23S","Brasilia Time",2014-11-15 19:01:54.000
1018739985,true,2014-11-16 00:00:19.000,-42.5477778,-8.7592867,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",769788.4192205032,9030880.647826202,"23S","Brasilia Time",2014-11-15 21:00:19.000
1018739986,true,2014-11-16 01:00:30.000,-42.5440225,-8.7528211,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",770206.4837765264,9031593.3900563,"23S","Brasilia Time",2014-11-15 22:00:30.000
1018739987,true,2014-11-16 02:00:11.000,-42.5400525,-8.7507031,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",770645.0524954878,9031824.899675373,"23S","Brasilia Time",2014-11-15 23:00:11.000
1018739988,true,2014-11-16 03:00:12.000,-42.5399253,-8.7505822,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",770659.142826658,9031838.18617816,"23S","Brasilia Time",2014-11-16 00:00:12.000
1018739989,true,2014-11-16 04:00:30.000,-42.5379167,-8.7500481,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",770880.6476183054,9031895.840525325,"23S","Brasilia Time",2014-11-16 01:00:30.000
1018739990,true,2014-11-16 05:00:19.000,-42.5361744,-8.7493528,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",771072.9541152392,9031971.523168432,"23S","Brasilia Time",2014-11-16 02:00:19.000
1018739991,true,2014-11-16 06:00:30.000,-42.5361831,-8.7494825,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",771071.9024281335,9031957.17762026,"23S","Brasilia Time",2014-11-16 03:00:30.000
1018739992,true,2014-11-16 07:00:19.000,-42.5368133,-8.7482183,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",771003.4413875096,9032097.520303022,"23S","Brasilia Time",2014-11-16 04:00:19.000
1018739993,true,2014-11-16 08:00:11.000,-42.5394661,-8.7471006,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",770712.2122063471,9032223.107594892,"23S","Brasilia Time",2014-11-16 05:00:11.000
1018739994,true,2014-11-16 09:00:11.000,-42.5410614,-8.7455131,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",770537.7380423615,9032399.91737094,"23S","Brasilia Time",2014-11-16 06:00:11.000
1018739995,true,2014-11-16 10:00:29.000,-42.5382806,-8.7428931,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",770845.763246225,9032687.83023423,"23S","Brasilia Time",2014-11-16 07:00:29.000
1018739996,true,2014-11-16 11:00:17.000,-42.5382622,-8.7433858,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",770847.4325806266,9032633.297894068,"23S","Brasilia Time",2014-11-16 08:00:17.000
1018739997,true,2014-11-16 12:00:12.000,-42.5380994,-8.7433758,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",770865.362124502,9032634.287301151,"23S","Brasilia Time",2014-11-16 09:00:12.000
1018739998,true,2014-11-16 13:00:47.000,-42.5382328,-8.7433322,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",770850.7079262026,9032639.207783297,"23S","Brasilia Time",2014-11-16 10:00:47.000
1018739999,true,2014-11-16 14:00:17.000,-42.5381936,-8.7433161,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",770855.0350157795,9032640.961105898,"23S","Brasilia Time",2014-11-16 11:00:17.000
1018740000,true,2014-11-16 15:00:10.000,-42.5382361,-8.7433161,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",770850.3562788046,9032640.991682936,"23S","Brasilia Time",2014-11-16 12:00:10.000
1018740001,true,2014-11-16 16:00:02.000,-42.5381539,-8.7432794,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",770859.432047168,9032644.99353587,"23S","Brasilia Time",2014-11-16 13:00:02.000
1018740002,true,2014-11-16 17:00:10.000,-42.5381992,-8.7433817,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",770854.3710837556,9032633.706248455,"23S","Brasilia Time",2014-11-16 14:00:10.000
1018740003,true,2014-11-16 18:00:29.000,-42.5382064,-8.7433431,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",770853.6063649252,9032637.982663622,"23S","Brasilia Time",2014-11-16 15:00:29.000
1018740004,true,2014-11-16 19:00:19.000,-42.5381106,-8.7432789,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",770864.1992168298,9032645.017709225,"23S","Brasilia Time",2014-11-16 16:00:19.000
1018740005,true,2014-11-16 20:01:06.000,-42.5441078,-8.7405464,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",770205.9521694989,9032951.687433148,"23S","Brasilia Time",2014-11-16 17:01:06.000
1018740006,true,2014-11-16 22:01:00.000,-42.5553553,-8.7397858,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",768968.2852581972,9033043.901312973,"23S","Brasilia Time",2014-11-16 19:01:00.000
1018740007,true,2014-11-16 23:00:20.000,-42.5553181,-8.7396656,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",768972.4668001329,9033057.1751622,"23S","Brasilia Time",2014-11-16 20:00:20.000
1018740008,true,2014-11-17 00:00:44.000,-42.5553978,-8.7395672,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",768963.7634453487,9033068.120273082,"23S","Brasilia Time",2014-11-16 21:00:44.000
1018740009,true,2014-11-17 01:00:08.000,-42.5626619,-8.7364583,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",768166.3021326605,9033417.305379028,"23S","Brasilia Time",2014-11-16 22:00:08.000
1018740010,true,2014-11-17 02:00:57.000,-42.5685372,-8.7387922,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",767517.8374983866,9033163.232953336,"23S","Brasilia Time",2014-11-16 23:00:57.000
1018740011,true,2014-11-17 03:00:30.000,-42.5694267,-8.7383169,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",767420.2544200616,9033216.457118025,"23S","Brasilia Time",2014-11-17 00:00:30.000
1018740012,true,2014-11-17 04:00:15.000,-42.5737122,-8.73644,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",766949.8143146718,9033427.177486274,"23S","Brasilia Time",2014-11-17 01:00:15.000
1018740013,true,2014-11-17 05:00:17.000,-42.5754847,-8.7365031,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",766754.6400452328,9033421.450804347,"23S","Brasilia Time",2014-11-17 02:00:17.000
1018740014,true,2014-11-17 06:00:00.000,-42.5846894,-8.7400347,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",765738.821414794,9033037.183571631,"23S","Brasilia Time",2014-11-17 03:00:00.000
1018740015,true,2014-11-17 09:00:30.000,-42.6120914,-8.7125144,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",762741.5598664545,9036101.470553502,"23S","Brasilia Time",2014-11-17 06:00:30.000
1018740016,true,2014-11-17 10:00:14.000,-42.6091064,-8.7083778,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",763073.0766651179,9036557.100041067,"23S","Brasilia Time",2014-11-17 07:00:14.000
1018740017,true,2014-11-17 11:00:15.000,-42.6091353,-8.708335,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",763069.9249249194,9036561.855889712,"23S","Brasilia Time",2014-11-17 08:00:15.000
1018740018,true,2014-11-17 12:00:09.000,-42.6091969,-8.7083789,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",763063.1125104249,9036557.04131289,"23S","Brasilia Time",2014-11-17 09:00:09.000
1018740019,true,2014-11-17 13:00:30.000,-42.6092131,-8.7084139,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",763061.304528487,9036553.179906903,"23S","Brasilia Time",2014-11-17 10:00:30.000
1018740020,true,2014-11-17 14:00:29.000,-42.6091903,-8.708335,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",763063.8698282451,9036561.894167306,"23S","Brasilia Time",2014-11-17 11:00:29.000
1018740021,true,2014-11-17 15:00:15.000,-42.6084125,-8.7087594,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",763149.2029717811,9036514.393728578,"23S","Brasilia Time",2014-11-17 12:00:15.000
1018740022,true,2014-11-17 16:00:30.000,-42.6083592,-8.7086711,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",763155.1326939012,9036524.126845488,"23S","Brasilia Time",2014-11-17 13:00:30.000
1018740023,true,2014-11-17 17:00:15.000,-42.6077722,-8.7087631,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",763219.6926897701,9036513.538488582,"23S","Brasilia Time",2014-11-17 14:00:15.000
1018740024,true,2014-11-17 18:00:30.000,-42.6042369,-8.7047153,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",763611.7403478799,9036958.957240181,"23S","Brasilia Time",2014-11-17 15:00:30.000
1018740025,true,2014-11-17 19:00:23.000,-42.6024822,-8.7030442,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",763806.0941585209,9037142.638291162,"23S","Brasilia Time",2014-11-17 16:00:23.000
1018740026,true,2014-11-17 20:00:15.000,-42.6026122,-8.7029481,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",763791.8492061773,9037153.362283558,"23S","Brasilia Time",2014-11-17 17:00:15.000
1018740027,true,2014-11-17 21:00:25.000,-42.6020725,-8.7026714,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",763851.4613511206,9037183.602277288,"23S","Brasilia Time",2014-11-17 18:00:25.000
1018740028,true,2014-11-17 22:00:10.000,-42.6016822,-8.7028608,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",763894.2985764195,9037162.37314863,"23S","Brasilia Time",2014-11-17 19:00:10.000
1018740029,true,2014-11-17 23:00:14.000,-42.6016511,-8.7030364,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",763897.5993885363,9037142.921560653,"23S","Brasilia Time",2014-11-17 20:00:14.000
1018740030,true,2014-11-18 00:00:19.000,-42.6015964,-8.7030119,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",763903.6387551734,9037145.594284056,"23S","Brasilia Time",2014-11-17 21:00:19.000
1018740031,true,2014-11-18 01:00:13.000,-42.6012567,-8.7029775,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",763941.0620940786,9037149.163552897,"23S","Brasilia Time",2014-11-17 22:00:13.000
1018740032,true,2014-11-18 02:00:30.000,-42.6017308,-8.7027322,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",763889.0381417086,9037176.636462444,"23S","Brasilia Time",2014-11-17 23:00:30.000
1018740033,true,2014-11-18 03:00:12.000,-42.6017511,-8.7027608,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",763886.7831614191,9037173.48607665,"23S","Brasilia Time",2014-11-18 00:00:12.000
1018740034,true,2014-11-18 04:00:30.000,-42.5992922,-8.7020758,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",764157.9764745482,9037247.564046731,"23S","Brasilia Time",2014-11-18 01:00:30.000
1018740035,true,2014-11-18 05:00:20.000,-42.5987989,-8.7016347,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",764212.5961253757,9037296.02669445,"23S","Brasilia Time",2014-11-18 02:00:20.000
1018740036,true,2014-11-18 06:00:14.000,-42.5988078,-8.7014831,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",764211.7226935426,9037312.807266466,"23S","Brasilia Time",2014-11-18 03:00:14.000
1018740037,true,2014-11-18 07:00:16.000,-42.5988219,-8.7015908,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",764210.0947466134,9037300.900240568,"23S","Brasilia Time",2014-11-18 04:00:16.000
1018740038,true,2014-11-18 08:01:00.000,-42.5987717,-8.7015867,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",764215.6244160701,9037301.318838015,"23S","Brasilia Time",2014-11-18 05:01:00.000
1018740039,true,2014-11-18 09:00:30.000,-42.5980928,-8.7012817,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",764290.5823933529,9037334.592479084,"23S","Brasilia Time",2014-11-18 06:00:30.000
1018740040,true,2014-11-18 10:00:19.000,-42.5981558,-8.7012411,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",764283.6748777758,9037339.128835421,"23S","Brasilia Time",2014-11-18 07:00:19.000
1018740041,true,2014-11-18 11:00:12.000,-42.5980578,-8.7012294,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",764294.4724619347,9037340.354960939,"23S","Brasilia Time",2014-11-18 08:00:12.000
1018740042,true,2014-11-18 12:00:12.000,-42.5973081,-8.7004603,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",764377.5513349136,9037424.931171887,"23S","Brasilia Time",2014-11-18 09:00:12.000
1018740043,true,2014-11-18 13:00:30.000,-42.5972414,-8.7004186,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",764384.9240183311,9037429.498620177,"23S","Brasilia Time",2014-11-18 10:00:30.000
1018740044,true,2014-11-18 14:00:18.000,-42.5972472,-8.70039,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",764384.3055486244,9037432.667231882,"23S","Brasilia Time",2014-11-18 11:00:18.000
1018740045,true,2014-11-18 15:00:14.000,-42.59714,-8.7003514,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",764396.1349423628,9037436.863364961,"23S","Brasilia Time",2014-11-18 12:00:14.000
1018740046,true,2014-11-18 16:00:40.000,-42.5967778,-8.6998317,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",764436.3767539121,9037494.114476055,"23S","Brasilia Time",2014-11-18 13:00:40.000
1018740047,true,2014-11-18 17:00:30.000,-42.5966633,-8.6996483,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",764449.1115883526,9037514.32746506,"23S","Brasilia Time",2014-11-18 14:00:30.000
1018740048,true,2014-11-18 18:00:22.000,-42.5960956,-8.699145,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",764511.9668129191,9037569.62027038,"23S","Brasilia Time",2014-11-18 15:00:22.000
1018740049,true,2014-11-18 19:00:48.000,-42.5959767,-8.6990619,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",764525.1156577414,9037578.73208197,"23S","Brasilia Time",2014-11-18 16:00:48.000
1018740050,true,2014-11-18 20:00:11.000,-42.5957969,-8.6979689,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",764545.678935736,9037699.545743756,"23S","Brasilia Time",2014-11-18 17:00:11.000
1018740051,true,2014-11-18 21:00:14.000,-42.5959533,-8.6977833,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",764528.5901914056,9037720.191524113,"23S","Brasilia Time",2014-11-18 18:00:14.000
1018740052,true,2014-11-18 22:00:48.000,-42.5961481,-8.6977367,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",764507.1760734055,9037725.48392414,"23S","Brasilia Time",2014-11-18 19:00:48.000
1018740053,true,2014-11-18 23:00:11.000,-42.595975,-8.6976719,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",764526.2793481832,9037732.53298926,"23S","Brasilia Time",2014-11-18 20:00:11.000
1018740054,true,2014-11-19 00:00:35.000,-42.598725,-8.6951264,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",764225.2992618505,9038016.110504583,"23S","Brasilia Time",2014-11-18 21:00:35.000
1018740055,true,2014-11-19 01:00:56.000,-42.6038669,-8.6977469,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",763657.3562104446,9037729.741527686,"23S","Brasilia Time",2014-11-18 22:00:56.000
1018740056,true,2014-11-19 02:00:29.000,-42.6058739,-8.6981372,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",763436.1202779016,9037687.953178369,"23S","Brasilia Time",2014-11-18 23:00:29.000
1018740057,true,2014-11-19 03:00:18.000,-42.6090594,-8.7009147,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",763083.4692429976,9037382.844444877,"23S","Brasilia Time",2014-11-19 00:00:18.000
1018740058,true,2014-11-19 04:00:10.000,-42.6092975,-8.7024211,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",763056.2028444828,9037216.329910913,"23S","Brasilia Time",2014-11-19 01:00:10.000
1018740059,true,2014-11-19 05:00:30.000,-42.6114097,-8.7108678,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",762817.7601623673,9036283.189173259,"23S","Brasilia Time",2014-11-19 02:00:30.000
1018740060,true,2014-11-19 06:00:30.000,-42.6110175,-8.7101356,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",762861.4500304766,9036363.932754861,"23S","Brasilia Time",2014-11-19 03:00:30.000
1018740061,true,2014-11-19 07:00:16.000,-42.6170031,-8.7062347,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",762205.2042905956,9036799.715300502,"23S","Brasilia Time",2014-11-19 04:00:16.000
1018740062,true,2014-11-19 08:00:30.000,-42.6322169,-8.6989658,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",760535.3170476509,9037614.508604562,"23S","Brasilia Time",2014-11-19 05:00:30.000
1018740063,true,2014-11-19 09:00:10.000,-42.6390058,-8.6956272,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",759790.2071587234,9037988.577707035,"23S","Brasilia Time",2014-11-19 06:00:10.000
1018740064,true,2014-11-19 10:00:19.000,-42.6387636,-8.6954975,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",759816.9614176935,9038002.76222704,"23S","Brasilia Time",2014-11-19 07:00:19.000
1018740065,true,2014-11-19 11:00:47.000,-42.6388261,-8.6955125,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",759810.0701863245,9038001.14543729,"23S","Brasilia Time",2014-11-19 08:00:47.000
1018740066,true,2014-11-19 12:00:16.000,-42.6388114,-8.695505,"gps","Panthera onca","35956","Lampiao","Jaguar Conservation in the Caatinga Biome",759811.6937435884,9038001.965190928,"23S","Brasilia Time",2014-11-19 09:00:16.000
