event-id,visible,timestamp,location-long,location-lat,algorithm-marked-outlier,external-temperature,gps:dop,gps:fix-type-raw,height-raw,manually-marked-outlier,mortality-status,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone,study-timezone,study-local-timestamp
15727039146,true,2020-04-12 05:36:30.000,-78.4353795,-0.5528732,,6.0,1.0,"val. GPS-3D","3665,66",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785460.8178186185,9938829.20210798,"17S","Ecuador Time",2020-04-12 00:36:30.000
15727039147,true,2020-04-12 06:00:10.000,-78.4353479,-0.5528549,,6.0,1.4,"val. GPS-3D","3668,40",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785464.3383684405,9938831.225329822,"17S","Ecuador Time",2020-04-12 01:00:10.000
15727039148,true,2020-04-12 08:00:13.000,-78.4352076,-0.5529261,,6.0,1.0,"val. GPS-3D","3681,89",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785479.9618746222,9938823.340885904,"17S","Ecuador Time",2020-04-12 03:00:13.000
15727039149,true,2020-04-12 10:00:17.000,-78.4353447,-0.5530892,,6.0,1.2,"val. GPS-3D","3676,89",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785464.6835847694,9938805.30182576,"17S","Ecuador Time",2020-04-12 05:00:17.000
15727039150,true,2020-04-12 12:00:37.000,-78.4353375,-0.5528907,,7.0,1.0,"val. GPS-3D","3672,76",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785465.495030429,9938827.263856336,"17S","Ecuador Time",2020-04-12 07:00:37.000
15727039151,true,2020-04-12 14:00:13.000,-78.4353475,-0.5528377,,14.0,1.2,"val. GPS-3D","3658,19",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785464.3837437627,9938833.12834778,"17S","Ecuador Time",2020-04-12 09:00:13.000
15727039152,true,2020-04-12 16:00:38.000,-78.4353059,-0.5528905,,13.0,1.0,"val. GPS-3D","3675,52",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785469.0147148153,9938827.284463363,"17S","Ecuador Time",2020-04-12 11:00:38.000
15727039153,true,2020-04-12 18:00:07.000,-78.4353163,-0.5528908,,9.0,1.2,"val. GPS-3D","3671,20",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785467.8563264688,9938827.25177154,"17S","Ecuador Time",2020-04-12 13:00:07.000
15727039154,true,2020-04-12 20:00:30.000,-78.4353887,-0.5528763,,13.0,1.2,"val. GPS-3D","3630,75",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785459.792954968,9938828.859561617,"17S","Ecuador Time",2020-04-12 15:00:30.000
15727039155,true,2020-04-12 22:00:08.000,-78.4353687,-0.5528738,,9.0,1.2,"val. GPS-3D","3659,78",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785462.0207167178,9938829.135203049,"17S","Ecuador Time",2020-04-12 17:00:08.000
